ts_ns,side,price_e8,qty_e8,agg_trade_id
1704588404168000000,-1,4415550000000,1800000,1973600683
1704588404189000000,1,4415560000000,500000,1973600684
1704588404369000000,1,4415560000000,700000,1973600685
1704588404490000000,-1,4415550000000,1000000,1973600686
1704588404571000000,1,4415560000000,2600000,1973600687
1704588405027000000,1,4415560000000,15800000,1973600688
1704588405081000000,-1,4415550000000,3500000,1973600689
1704588405387000000,-1,4415550000000,1000000,1973600690
1704588405614000000,-1,4415550000000,10000000,1973600691
1704588406208000000,1,4415560000000,2000000,1973600692
1704588406613000000,-1,4415550000000,10000000,1973600693
1704588406690000000,1,4415560000000,5600000,1973600694
1704588407097000000,1,4415560000000,300000,1973600695
1704588407302000000,1,4415560000000,1000000,1973600696
1704588407999000000,-1,4415550000000,300000,1973600697
1704588408492000000,-1,4415550000000,33900000,1973600698
1704588408683000000,1,4415560000000,300000,1973600699
1704588409314000000,-1,4415550000000,287800000,1973600700
1704588409760000000,-1,4415550000000,18500000,1973600701
1704588409849000000,1,4415560000000,12400000,1973600702
1704588410205000000,-1,4415550000000,165700000,1973600703
1704588410205000000,-1,4415540000000,300000,1973600704
1704588410205000000,-1,4415510000000,21400000,1973600705
1704588410205000000,-1,4415500000000,36500000,1973600706
1704588410205000000,-1,4415480000000,2300000,1973600707
1704588410661000000,1,4415490000000,3100000,1973600708
1704588411127000000,1,4415490000000,3000000,1973600709
1704588411742000000,-1,4415480000000,81000000,1973600710
1704588412227000000,1,4415490000000,15500000,1973600711
1704588412249000000,-1,4415480000000,400000,1973600712
1704588412341000000,1,4415490000000,500000,1973600713
1704588412379000000,-1,4415480000000,800000,1973600714
1704588412508000000,1,4415490000000,33800000,1973600715
1704588412822000000,1,4415490000000,500000,1973600716
1704588412826000000,-1,4415480000000,111900000,1973600717
1704588412826000000,-1,4415470000000,300000,1973600718
